Id,SalePrice
1653,43918.49
1654,44039.49
1655,44141.32
1656,44117.32
1657,44134.49
1658,44083.32
1659,44035.15
1660,43998.15
1661,44245.66
1662,44263.32
1663,44141.49
1664,44346.49
1665,44183.49
1666,44524.64
1667,43802.66
1668,44380.32
1669,44457.98
1670,44364.98
1671,44287.32
1672,44333.81
1673,44284.49
1674,44299.98
1675,44047.98
1676,44350.98
1677,44214.98
1678,44330.15
1679,44397.98
1680,44216.98
1681,43938.49
1682,44321.49
1683,43726.49
1684,44108.0
1685,44340.15
1686,44231.49
1687,44378.15
1688,44370.98
1689,44400.15
1690,44346.15
1691,44247.64
1692,44442.64
1693,44365.81
1694,44393.98
1695,44228.32
1696,44196.15
1697,43992.32
1698,44469.15
1699,44375.98
1700,43808.98
1701,44413.98
1702,44404.15
1703,44238.49
1704,44345.32
1705,44447.98
1706,44404.32
1707,44320.98
1708,44048.32
1709,44210.15
1710,44150.66
1711,44322.15
1712,44233.32
1713,44316.15
1714,44388.64
1715,44370.81
1716,43992.49
1717,44154.66
1718,44102.32
1719,44489.15
1720,44568.64
1721,44183.49
1722,44088.49
1723,44402.49
1724,44228.49
1725,44492.64
1726,43538.32
1727,44290.32
1728,44307.32
1729,43850.81
1730,44014.15
1731,44084.96
1732,43506.64
1733,44424.3
1734,44328.13
1735,42734.13
1736,44111.47
1737,43935.98
1738,44215.15
1739,44152.32
1740,44245.15
1741,44336.81
1742,44333.49
1743,44347.32
1744,44076.98
1745,44033.66
1746,43798.32
1747,44075.15
1748,43919.32
1749,44130.32
1750,44146.98
1751,43729.81
1752,44033.15
1753,44347.32
1754,43948.98
1755,44215.98
1756,42861.3
1757,44092.81
1758,44001.47
1759,44159.64
1760,43865.15
1761,44285.47
1762,43842.15
1763,44005.32
1764,44067.32
1765,44053.32
1766,44060.47
1767,42904.13
1768,43816.32
1769,44110.3
1770,44128.98
1771,42132.81
1772,42958.64
1773,43737.81
1774,44295.32
1775,44219.3
1776,44307.32
1777,44090.15
1778,44140.64
1779,44079.49
1780,42747.81
1781,42463.15
1782,43906.32
1783,43830.66
1784,43491.32
1785,42388.32
1786,43425.66
1787,43809.49
1788,42794.0
1789,43389.0
1790,43178.83
1791,44193.32
1792,42692.66
1793,44210.96
1794,44184.64
1795,44175.47
1796,43984.32
1797,43586.81
1798,42578.81
1799,43611.15
1800,42972.81
1801,43414.49
1802,43249.32
1803,44253.32
1804,43979.13
1805,43977.81
1806,43225.32
1807,43891.15
1808,43079.32
1809,43228.66
1810,43737.32
1811,43477.83
1812,42982.66
1813,42896.66
1814,43234.66
1815,43278.83
1816,42290.49
1817,43895.83
1818,44126.32
1819,43449.83
1820,43171.0
1821,43307.49
1822,43744.66
1823,43205.83
1824,42625.15
1825,43048.66
1826,43298.49
1827,43731.15
1828,43311.49
1829,44269.49
1830,43829.32
1831,43682.0
1832,43711.32
1833,43895.32
1834,43451.49
1835,43358.66
1836,43444.49
1837,43521.66
1838,43972.15
1839,42841.66
1840,44239.32
1841,44526.98
1842,43578.0
1843,43755.32
1844,44322.98
1845,44173.32
1846,44271.32
1847,44272.49
1848,42938.83
1849,44525.98
1850,44299.66
1851,44075.49
1852,43906.32
1853,44240.49
1854,44273.64
1855,44563.3
1856,44199.32
1857,44261.66
1858,44313.49
1859,44342.49
1860,44390.32
1861,44342.49
1862,44343.32
1863,44282.15
1864,44282.15
1865,44290.66
1866,43960.98
1867,44243.83
1868,44471.81
1869,43766.49
1870,44457.98
1871,44321.49
1872,44296.32
1873,44624.15
1874,43906.15
1875,44143.32
1876,44385.98
1877,44436.64
1878,44261.49
1879,44628.64
1880,44220.47
1881,44345.32
1882,44372.49
1883,43816.32
1884,44099.49
1885,44265.49
1886,44270.66
1887,44557.98
1888,44501.15
1889,44115.66
1890,43872.49
1891,44436.49
1892,44129.15
1893,44277.32
1894,44050.49
1895,44173.66
1896,43416.32
1897,43385.32
1898,44030.32
1899,43961.49
1900,43973.49
1901,43405.15
1902,44266.15
1903,44273.81
1904,44242.32
1905,43871.81
1906,43574.32
1907,44659.15
1908,43714.66
1909,43951.49
1910,43640.66
1911,44107.47
1912,43816.32
1913,44028.32
1914,42559.0
1915,44337.15
1916,44265.49
1917,44140.32
1918,44229.15
1919,42265.98
1920,44196.66
1921,44295.64
1922,44494.98
1923,44176.81
1924,44509.64
1925,44231.15
1926,44289.98
1927,44229.3
1928,44427.81
1929,44232.3
1930,44269.15
1931,44282.32
1932,44391.32
1933,44110.64
1934,44138.64
1935,44035.98
1936,44071.81
1937,43505.32
1938,43695.81
1939,43725.15
1940,43874.32
1941,44038.15
1942,44026.15
1943,43734.81
1944,44056.15
1945,44066.32
1946,43651.98
1947,43965.49
1948,43786.81
1949,43622.49
1950,43763.98
1951,43851.98
1952,43788.15
1953,43508.15
1954,43748.49
1955,43662.49
1956,43857.81
1957,42555.32
1958,43956.98
1959,43988.83
1960,43832.49
1961,43868.64
1962,43921.49
1963,43738.15
1964,43861.32
1965,43490.98
1966,43737.49
1967,43953.49
1968,44099.15
1969,43881.32
1970,43936.32
1971,43968.83
1972,44191.81
1973,43984.66
1974,44069.81
1975,44116.32
1976,44026.32
1977,44121.32
1978,44012.32
1979,43519.32
1980,43866.83
1981,43941.32
1982,43582.66
1983,43631.49
1984,43786.66
1985,43907.49
1986,43699.32
1987,43840.49
1988,43875.49
1989,43948.15
1990,43813.15
1991,43327.98
1992,44108.81
1993,43870.49
1994,43934.81
1995,43818.15
1996,43958.49
1997,43960.83
1998,44063.98
1999,44047.15
2000,43783.66
2001,44129.15
2002,44018.64
2003,43963.49
2004,44145.15
2005,43839.49
2006,43864.32
2007,43910.83
2008,43976.15
2009,44085.15
2010,43988.49
2011,43686.83
2012,43992.49
2013,44006.98
2014,44117.64
2015,43653.15
2016,43929.32
2017,43863.98
2018,43930.15
2019,43671.47
2020,44234.3
2021,43552.98
2022,43847.15
2023,43270.98
2024,44031.15
2025,43307.83
2026,43855.32
2027,43693.49
2028,43681.66
2029,44100.98
2030,43879.15
2031,43957.98
2032,43951.15
2033,43897.32
2034,44020.66
2035,44043.15
2036,44043.32
2037,44097.15
2038,44112.98
2039,44171.32
2040,43766.49
2041,42248.81
2042,43965.32
2043,43652.81
2044,42442.15
2045,43651.98
2046,43698.32
2047,43639.49
2048,43699.81
2049,43486.15
2050,43529.81
2051,42619.81
2052,43492.32
2053,43570.98
2054,43883.15
2055,43577.32
2056,43585.98
2057,43636.66
2058,43601.32
2059,43592.15
2060,43539.49
2061,43378.81
2062,43875.81
2063,43473.49
2064,43648.81
2065,42785.15
2066,43774.32
2067,44217.98
2068,43946.32
2069,43418.49
2070,42602.83
2071,42324.66
2072,41573.66
2073,42166.98
2074,42942.98
2075,43741.32
2076,43534.98
2077,43650.81
2078,43533.81
2079,41687.15
2080,42040.49
2081,43438.98
2082,42911.49
2083,43227.98
2084,43484.49
2085,43732.15
2086,43874.81
2087,42899.83
2088,43861.66
2089,42583.0
2090,42897.66
2091,42390.0
2092,42915.32
2093,43100.49
2094,42896.66
2095,42786.15
2096,43239.66
2097,42321.83
2098,43018.49
2099,42613.66
2100,43263.49
2101,43623.83
2102,43543.49
2103,42492.49
2104,43829.32
2105,42840.83
2106,43184.66
2107,43193.98
2108,43285.49
2109,43382.32
2110,43964.64
2111,42928.98
2112,43441.49
2113,42866.49
2114,43476.49
2115,42787.49
2116,43470.49
2117,42755.66
2118,43079.66
2119,43771.32
2120,42946.32
2121,43566.15
2122,42393.66
2123,43613.15
2124,43437.49
2125,43697.32
2126,43434.83
2127,43490.15
2128,42852.0
2129,43104.83
2130,43175.32
2131,42616.49
2132,43108.32
2133,43619.98
2134,43174.66
2135,43426.83
2136,43489.66
2137,43337.98
2138,43511.81
2139,44129.81
2140,43608.64
2141,42325.47
2142,43978.81
2143,44415.64
2144,44195.98
2145,43402.98
2146,43720.32
2147,43999.47
2148,43072.15
2149,43989.32
2150,43713.98
2151,43394.83
2152,43729.83
2153,43687.49
2154,44118.49
2155,41848.15
2156,43968.49
2157,43941.32
2158,43939.32
2159,43983.49
2160,43885.49
2161,43846.32
2162,43771.49
2163,44036.32
2164,44043.49
2165,43907.81
2166,43727.15
2167,44029.64
2168,44074.81
2169,44061.32
2170,43934.81
2171,43705.64
2172,43647.98
2173,43555.81
2174,43887.83
2175,44251.81
2176,44016.49
2177,43945.49
2178,44159.66
2179,44013.15
2180,44065.32
2181,44069.83
2182,43678.49
2183,43924.83
2184,43873.32
2185,44027.32
2186,43321.15
2187,43254.15
2188,43722.32
2189,43272.32
2190,43555.0
2191,43311.0
2192,43615.32
2193,42785.0
2194,43038.66
2195,43767.32
2196,43036.98
2197,42942.83
2198,43802.49
2199,43737.98
2200,43822.49
2201,43127.83
2202,43743.66
2203,44030.83
2204,43123.98
2205,43500.49
2206,43723.32
2207,43672.49
2208,43009.32
2209,44024.98
2210,43636.49
2211,43531.49
2212,42745.32
2213,42626.49
2214,43682.32
2215,43393.66
2216,43319.32
2217,42984.66
2218,43381.49
2219,42465.83
2220,43198.0
2221,44026.98
2222,43936.98
2223,43905.32
2224,44198.49
2225,43510.15
2226,44132.81
2227,43505.98
2228,44098.98
2229,44251.81
2230,43919.32
2231,44013.49
2232,43747.98
2233,44084.98
2234,44026.32
2235,44136.64
2236,43535.15
2237,43599.49
2238,43756.98
2239,43529.66
2240,43909.32
2241,43576.81
2242,43820.15
2243,43641.32
2244,43588.49
2245,42371.32
2246,42483.47
2247,43336.49
2248,41990.32
2249,43403.64
2250,43770.98
2251,43601.66
2252,43698.32
2253,43981.98
2254,44073.81
2255,44080.47
2256,43989.98
2257,43984.32
2258,43985.15
2259,44004.98
2260,43780.32
2261,43824.98
2262,43924.81
2263,44152.81
2264,44022.49
2265,43556.81
2266,44108.15
2267,44148.32
2268,44083.15
2269,43775.81
2270,43554.32
2271,43630.98
2272,43950.81
2273,43577.15
2274,43794.32
2275,43975.98
2276,43871.64
2277,43407.81
2278,42381.98
2279,43875.81
2280,42477.49
2281,43815.32
2282,43943.49
2283,43665.32
2284,43777.49
2285,43624.49
2286,43307.81
2287,44007.49
2288,43922.83
2289,43506.66
2290,44085.32
2291,43950.49
2292,44003.66
2293,44007.49
2294,43904.32
2295,44001.66
2296,43492.66
2297,44217.81
2298,43990.66
2299,44077.32
2300,44126.32
2301,44150.15
2302,43918.98
2303,44036.15
2304,43989.32
2305,43950.49
2306,43833.32
2307,43735.32
2308,43722.49
2309,43849.15
2310,43636.49
2311,43844.49
2312,43777.32
2313,43819.0
2314,43695.49
2315,43919.32
2316,43957.83
2317,44036.32
2318,44056.15
2319,43825.49
2320,43692.32
2321,43564.32
2322,43847.49
2323,44170.32
2324,43978.32
2325,44046.32
2326,43924.32
2327,43914.32
2328,44088.64
2329,44004.32
2330,43824.32
2331,44063.49
2332,44074.15
2333,44115.98
2334,43765.49
2335,43970.49
2336,43983.81
2337,43753.49
2338,44017.15
2339,44080.32
2340,44121.15
2341,43994.49
2342,44040.15
2343,44016.32
2344,43915.49
2345,43964.32
2346,43437.32
2347,43827.83
2348,43571.32
2349,43882.49
2350,44211.64
2351,43806.66
2352,44013.49
2353,43971.83
2354,43695.66
2355,43778.32
2356,43898.32
2357,43874.49
2358,43809.32
2359,43706.49
2360,43648.32
2361,43523.32
2362,44103.81
2363,43998.81
2364,43714.81
2365,43884.15
2366,43883.15
2367,43883.15
2368,43835.49
2369,43755.49
2370,44105.98
2371,43974.49
2372,44154.98
2373,44302.64
2374,44115.98
2375,44005.32
2376,43651.98
2377,44071.64
2378,43558.32
2379,43569.32
2380,44207.64
2381,43979.32
2382,43429.98
2383,43589.66
2384,43960.15
2385,43245.47
2386,43941.98
2387,43590.98
2388,44146.15
2389,42721.13
2390,43816.98
2391,43723.47
2392,43736.15
2393,43567.15
2394,43777.32
2395,43566.98
2396,43702.98
2397,43672.81
2398,43753.66
2399,42506.0
2400,41941.0
2401,43312.83
2402,43539.49
2403,43807.15
2404,43667.32
2405,43854.98
2406,43690.98
2407,43487.81
2408,43505.98
2409,43692.83
2410,43597.15
2411,42514.15
2412,43648.32
2413,43769.32
2414,43701.81
2415,43916.98
2416,43382.49
2417,43560.32
2418,43614.32
2419,43504.15
2420,42665.64
2421,43695.81
2422,43042.83
2423,42540.49
2424,41783.32
2425,43440.15
2426,43029.15
2427,42861.66
2428,44158.81
2429,43711.47
2430,43947.13
2431,43532.98
2432,43510.98
2433,43537.15
2434,43675.98
2435,43538.81
2436,43573.98
2437,43650.81
2438,43526.98
2439,43423.49
2440,42692.49
2441,43786.49
2442,43342.32
2443,43311.49
2444,42971.0
2445,42703.15
2446,43225.66
2447,43480.49
2448,43501.32
2449,43406.83
2450,42264.49
2451,43503.15
2452,43209.83
2453,43657.81
2454,43436.49
2455,43592.49
2456,43258.98
2457,42694.66
2458,42226.15
2459,43421.32
2460,43277.15
2461,42851.66
2462,42831.49
2463,43019.32
2464,43397.15
2465,43007.66
2466,43417.66
2467,43440.98
2468,42891.66
2469,42795.66
2470,43784.32
2471,43709.98
2472,43028.98
2473,43036.49
2474,42935.66
2475,43484.32
2476,43071.15
2477,44233.81
2478,43524.98
2479,43640.15
2480,43889.3
2481,44041.64
2482,43719.64
2483,44016.64
2484,44005.81
2485,43633.64
2486,44047.47
2487,43093.32
2488,43130.32
2489,43866.64
2490,43846.81
2491,43585.15
2492,43979.15
2493,43827.98
2494,44161.98
2495,43534.66
2496,43550.98
2497,43032.49
2498,43692.15
2499,43880.32
2500,43526.32
2501,43704.49
2502,43249.49
2503,43615.66
2504,43173.15
2505,43938.32
2506,43997.49
2507,43971.66
2508,44036.32
2509,44007.49
2510,43840.66
2511,43859.49
2512,44053.49
2513,43995.64
2514,43436.98
2515,44135.98
2516,43683.98
2517,43752.32
2518,43831.49
2519,44058.49
2520,44062.15
2521,44004.32
2522,44025.98
2523,44157.64
2524,44081.81
2525,43823.49
2526,44133.98
2527,44002.81
2528,43843.81
2529,43949.47
2530,43801.47
2531,44138.15
2532,43974.32
2533,43979.32
2534,43927.83
2535,44126.32
2536,44136.49
2537,44108.49
2538,43826.66
2539,44026.32
2540,43873.32
2541,43724.32
2542,43945.83
2543,43848.15
2544,43874.32
2545,42952.66
2546,43589.49
2547,43592.49
2548,43906.15
2549,43922.15
2550,43556.49
2551,43898.66
2552,43614.49
2553,43398.0
2554,41770.49
2555,43187.49
2556,43817.98
2557,43965.32
2558,43070.49
2559,44040.32
2560,42841.32
2561,43708.66
2562,43534.49
2563,43278.83
2564,43841.98
2565,43789.66
2566,42867.15
2567,43227.15
2568,43775.47
2569,43660.15
2570,43689.15
2571,44034.49
2572,44051.81
2573,42491.81
2574,43778.81
2575,42941.32
2576,42887.66
2577,43633.15
2578,43264.0
2579,43567.49
2580,42921.83
2581,42465.81
2582,42790.49
2583,44074.81
2584,43797.81
2585,43938.32
2586,44086.98
2587,44031.81
2588,44015.47
2589,44055.47
2590,43759.15
2591,43408.32
2592,43962.15
2593,44080.15
2594,43665.98
2595,43913.15
2596,43988.66
2597,43480.15
2598,44099.98
2599,44039.32
2600,43314.83
2601,43803.15
2602,43755.32
2603,43779.49
2604,43200.49
2605,42460.32
2606,44127.32
2607,43797.98
2608,43797.81
2609,43705.15
2610,41743.49
2611,43251.32
2612,43890.49
2613,43414.98
2614,43600.98
2615,43743.64
2616,43750.81
2617,43961.49
2618,43420.32
2619,43670.15
2620,43884.81
2621,43928.49
2622,43781.32
2623,44048.32
2624,43951.15
2625,44026.15
2626,43755.64
2627,43684.32
2628,44212.81
2629,44080.32
2630,44061.15
2631,44003.15
2632,44121.32
2633,44030.49
2634,44263.98
2635,43741.15
2636,43785.32
2637,44039.81
2638,44043.15
2639,43516.66
2640,42280.49
2641,44014.64
2642,43933.49
2643,43777.49
2644,43611.49
2645,43585.32
2646,43832.49
2647,43943.98
2648,43748.15
2649,43574.98
2650,43624.49
2651,43764.15
2652,44105.81
2653,43923.66
2654,43909.49
2655,44050.32
2656,44077.32
2657,44030.81
2658,44030.32
2659,43619.15
2660,44119.15
2661,44071.32
2662,44093.15
2663,44071.98
2664,43666.49
2665,43896.66
2666,43617.66
2667,43861.66
2668,43861.66
2669,43976.32
2670,44004.66
2671,43900.49
2672,43510.49
2673,43781.32
2674,43889.32
2675,43863.66
2676,44032.32
2677,44143.64
2678,44038.15
2679,44124.81
2680,43970.83
2681,44159.98
2682,43885.32
2683,44054.81
2684,44063.49
2685,44152.81
2686,44031.32
2687,44018.81
2688,43839.49
2689,43905.49
2690,43064.32
2691,43970.32
2692,43984.15
2693,44036.32
2694,43769.49
2695,43979.32
2696,43944.32
2697,43973.15
2698,44090.15
2699,43950.15
2700,43902.49
2701,43953.15
2702,43833.15
2703,43213.32
2704,43896.3
2705,43989.64
2706,43357.81
2707,43965.64
2708,43901.47
2709,42159.64
2710,43827.64
2711,43886.81
2712,44057.98
2713,43665.49
2714,43700.66
2715,43911.83
2716,43706.49
2717,42922.32
2718,43538.15
2719,43624.81
2720,43587.15
2721,43765.81
2722,43882.32
2723,43494.15
2724,43776.64
2725,43924.64
2726,44000.81
2727,43617.32
2728,43747.64
2729,43409.15
2730,43497.32
2731,43572.15
2732,42178.32
2733,43619.66
2734,43323.49
2735,43769.98
2736,43573.15
2737,43589.32
2738,43986.98
2739,43488.64
2740,43573.32
2741,43849.98
2742,43529.81
2743,43753.98
2744,43413.98
2745,43347.32
2746,43612.32
2747,43587.66
2748,42511.81
2749,43810.49
2750,43221.81
2751,43553.32
2752,43708.15
2753,43835.49
2754,42942.32
2755,43065.49
2756,42309.0
2757,42662.83
2758,41942.83
2759,43451.98
2760,43059.66
2761,43976.83
2762,43677.15
2763,43577.15
2764,44047.32
2765,43764.98
2766,43100.98
2767,44153.15
2768,43653.15
2769,43771.98
2770,43782.47
2771,42397.3
2772,43924.98
2773,43363.0
2774,42726.15
2775,42815.66
2776,42904.83
2777,42917.32
2778,43113.66
2779,43154.15
2780,43597.32
2781,43200.66
2782,43584.32
2783,43663.49
2784,43232.66
2785,42718.66
2786,42866.66
2787,41330.32
2788,43426.66
2789,42678.32
2790,42703.83
2791,43679.32
2792,43218.66
2793,43760.49
2794,42397.66
2795,43019.32
2796,43527.0
2797,43184.49
2798,43117.83
2799,43593.32
2800,43200.0
2801,43576.66
2802,41840.49
2803,43838.15
2804,43720.49
2805,43664.49
2806,43859.98
2807,43940.32
2808,43863.98
2809,43853.81
2810,42082.15
2811,44097.47
2812,43994.47
2813,43843.15
2814,43652.15
2815,43850.49
2816,43450.49
2817,43595.15
2818,43868.32
2819,43465.49
2820,43850.49
2821,43294.83
2822,43853.66
2823,44025.15
2824,43937.64
2825,43736.32
2826,43895.15
2827,43380.66
2828,43352.64
2829,44145.98
2830,43900.49
2831,43939.15
2832,43989.98
2833,44022.49
2834,43907.32
2835,44002.49
2836,43945.83
2837,43697.15
2838,43620.83
2839,43930.49
2840,43913.98
2841,43999.32
2842,44256.81
2843,43946.47
2844,44016.64
2845,43554.81
2846,43948.15
2847,44155.15
2848,44046.66
2849,43964.32
2850,44152.81
2851,44040.49
2852,44032.81
2853,44090.15
2854,44018.15
2855,43952.15
2856,44106.15
2857,43993.49
2858,44185.15
2859,43781.98
2860,44014.98
2861,43965.15
2862,43783.66
2863,43798.66
2864,43486.49
2865,44117.49
2866,43901.49
2867,43194.66
2868,43217.66
2869,43355.66
2870,43859.81
2871,42837.83
2872,42867.0
2873,42865.0
2874,43555.32
2875,42667.49
2876,43609.15
2877,43570.83
2878,43368.83
2879,43446.32
2880,42612.66
2881,43990.15
2882,43268.15
2883,43392.98
2884,42266.32
2885,43275.49
2886,43521.98
2887,43516.49
2888,42907.32
2889,41028.66
2890,42585.66
2891,43359.15
2892,42427.83
2893,42428.83
2894,42846.66
2895,44040.98
2896,44045.98
2897,43751.98
2898,44036.15
2899,43724.49
2900,43691.32
2901,43874.32
2902,44301.81
2903,43534.32
2904,44031.32
2905,43744.15
2906,43730.98
2907,43566.32
2908,43678.64
2909,44016.98
2910,42468.0
2911,43685.32
2912,43861.49
2913,43660.32
2914,43429.83
2915,43208.83
2916,43660.32
2917,43629.98
2918,43836.49
2919,43647.15
